title,url,timestamp,author,editor,content,content_images,tags
ITB dan PT SMART Tandatangani MoU Pengembangan Riset Terkait Kelapa Sawit,https://itb.ac.id/berita/itb-dan-pt-smart-tandatangani-mou-pengembangan-riset-terkait-kelapa-sawit/62153,"Minggu, 16 - Maret - 2025, 15:31:10   - ( update : 24-03-2025 )","Ahmad Fauzi - Mahasiswa Rekayasa Kehutanan, 2021","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id — Institut Teknologi Bandung dan PT Sinar Mas Agro Resources & Technology (SMART) Tbk. menandatangani nota kesepahaman atau Memorandum of Understanding (MoU) untuk mengembangkan riset pada sektor kelapa sawit, di Gedung Rektorat ITB, Senin (3/3/2025). Penandatangan dilakukan oleh Wakil Rektor Bidang Akademik dan Kemahasiswaan ITB Prof. Dr. Irwan Meilano, S.T., M.Sc. dan Kuasa Direksi PT SMART Tbk., Lilianawati.",[],"[""#mou"", ""#kerja sama industri""]"
Klinik Utama Bumi Medika Ganesha ITB Raih Akreditasi Tertinggi ‘Paripurna’: Wujud Komitmen Layanan Kesehatan Berkualitas,https://itb.ac.id/berita/klinik-utama-bumi-medika-ganesha-itb-raih-akreditasi-tertinggi-paripurna-wujud-komitmen-layanan-kesehatan-berkualitas/62149,"Minggu, 16 - Maret - 2025, 15:25:50   - ( update : 24-03-2025 )","Iko Sutrisko Prakasa Lay - Mahasiswa Matematika, 2021","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) tidak hanya fokus pada peningkatkan mutu pendidikan tinggi, tetapi juga dalam penyediaan layanan kesehatan yang berkualitas melalui Unit Pelaksana Teknis (UPT) Layanan Kesehatan. Salah satu fasilitas unggulan yang dimiliki adalah Klinik Utama Bumi Medika Ganesha (BMG), yang berhasil meraih akreditasi dengan predikat tertinggi, yaitu Paripurna.",[],"[""#klinik utama bumi medika ganesha"", ""#klinik bmg"", ""#fasilitas kesehatan""]"
Studium Generale: Catharina Widjaja Kupas Strategi Sukses Produk Lokal di Pasar Global Melalui Alun-Alun Indonesia,https://itb.ac.id/berita/studium-generale-catharina-widjaja-kupas-strategi-sukses-produk-lokal-di-pasar-global-melalui-alun-alun-indonesia/62148,"Jumat, 14 - Maret - 2025, 13:48:00   - ( update : 09-04-2025 )","Indira Akmalia Hendri - Mahasiswa Perencanaan Wilayah dan Kota, 2021",Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) menggelar Studium Generale pada Rabu (12/3/2025) di Aula Barat, ITB Kampus Ganesha, dengan pembicara CEO Alun-Alun Indonesia, Catharina Widjaja, dengan tema""The Intersection of Art and Retail Design"".",[],"[""#studiumgenerale"", ""#alunalunindonesia"", ""#retail""]"
"Tim Mahasiswa Teknik Kimia ITB Raih Juara Lomba Poster Metalurgi, Soroti Penggunaan Biomassa",https://itb.ac.id/berita/tim-mahasiswa-teknik-kimia-itb-raih-juara-lomba-poster-metalurgi-soroti-penggunaan-biomassa/62147,"Jumat, 14 - Maret - 2025, 14:55:27   - ( update : 24-03-2025 )","Luisa Carmel - Mahasiswa Teknik Kimia, 2021",Anggun Nindita,"BANDUNG, itb.ac.id — Tiga orang mahasiswi Teknik Kimia Institut Teknologi Bandung (ITB), Kendra Yumna Zata Amani S. (13022003), Giacinta Andhita Windriaputri (13022078), dan Charlin Aurelia (13022081) berhasil menjuarai lomba poster di Metalurgi Festival ITB 2024 yang diadakan oleh Himpunan Mahasiswa Metalurgi ITB pada Kamis (13/2/2025).",[],"[""#prestasi"", ""#mahasiswa"", ""#prestasimahasiswa"", ""#teknikkimia"", ""#metalurgi""]"
"ITB Hadiri Pertemuan Rektor dengan Presiden Prabowo, Bahas Penguatan Pendidikan Tinggi dan Inovasi",https://itb.ac.id/berita/itb-hadiri-pertemuan-rektor-dengan-presiden-prabowo-bahas-penguatan-pendidikan-tinggi-dan-inovasi/62144,"Kamis, 13 - Maret - 2025, 21:38:32   - ( update : 08-04-2025 )",Anggun Nindita,Anggun Nindita,"dari kiri ke kanan: Wakil Rektor Bidang Riset dan Inovasi ITB, Prof. Ir. Lavi Rizki Zuhal, Ph.D.; Dekan Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) ITB, Prof. Ir. Wahyu Srigutomo, S.Si., M.Si., Ph.D.; Rektor ITB, Prof. Dr. Ir. Tatacipta Dirgantara, M.T.; Dekan Sekolah Ilmu dan Teknologi Hayati (SITH), Prof. Dr. Endah Sulistyawati, S.Si., Ph.D.

BANDUNG, itb.ac.id - Rektor Institut Teknologi Bandung (ITB), Prof. Dr. Ir. Tatacipta Dirgantara, M.T.; Wakil Rektor Bidang Riset dan Inovasi ITB, Prof. Ir. Lavi Rizki Zuhal, Ph.D.; Dekan Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) ITB, Prof. Ir. Wahyu Srigutomo, S.Si., M.Si., Ph.D.; serta Dekan Sekolah Ilmu dan Teknologi Hayati (SITH), Prof. Dr. Endah Sulistyawati, S.Si., Ph.D., menghadiri silaturahmi sekaligus diskusi dengan para Rektor serta Pimpinan Perguruan Tinggi Negeri dan Swasta seluruh Indonesia, atas undangan dari Presiden RI Prabowo Subianto. Pertemuan tersebut digelar pada Kamis (13/3/2025) di Istana Kepresidenan, Jakarta.","[""https://itb.ac.id/files/dokumentasi/Screenshot-2025-03-14-091633(1).jpg""]","[""#rektor"", ""#rektoritb"", ""#istananegara"", ""#presidenprabowo""]"
Latihan Perahu Karet: Kerja Sama Batalyon I/ITB dan Batalyon II Unpad,https://itb.ac.id/berita/latihan-perahu-karet-kerja-sama-batalyon-iitb-dan-batalyon-ii-unpad/62143,"Kamis, 13 - Maret - 2025, 06:47:33","Rafie Altaf Pramantya - Mahasiswa Teknik Geofisika, 2022","M. Naufal Hafizh, S.S.","Sesi pematerian oleh Kang Wawan (Dok. Batalyon I/ITB)JATINANGOR, itb.ac.id. Resimen Mahasiswa (Menwa) Mahawarman Batalyon I Institut Teknologi Bandung (ITB) bekerja sama dengan Menwa Universitas Padjadjaran (Unpad) mengadakan latihan perahu karet di Danau Situ 2, ITB Kampus Jatinangor, Rabu (22/2/2025). Kegiatan ini bertujuan untuk mempererat hubungan antar-Menwa, mempromosikan Unit Kegiatan Mahasiswa (UKM) Menwa, serta memberikan pelatihanSearch and Rescue(SAR) kepada mahasiswa.",[],"[""#kehidupan mahasiswa""]"
"Perkuat Kerja Sama Akademik, ITB Terima Kunjungan Delegasi dari Irlandia",https://itb.ac.id/berita/perkuat-kerja-sama-akademik-itb-terima-kunjungan-delegasi-dari-irlandia/62142,"Kamis, 13 - Maret - 2025, 06:49:51   - ( update : 13-03-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) menerima kunjungan delegasi dari Irlandia, Jumat (13/3/2025) di Gedung International Relations Office (IRO) ITB. Kunjungan ini bertujuan untuk membahas potensi kolaborasi antara ITB dan universitas terkemuka di Irlandia, khususnya University College Dublin dan Trinity College Dublin.",[],"[""#kolaborasi"", ""#kerja sama internasional"", ""#iro itb""]"
5 Fakultas/Sekolah dengan Tingkat Persaingan Tertinggi di ITB pada SNBT 2024,https://itb.ac.id/berita/5-fakultassekolah-dengan-tingkat-persaingan-tertinggi-di-itb-pada-snbt-2024/62140,"Rabu, 12 - Maret - 2025, 20:25:59   - ( update : 02-04-2025 )",Anggun Nindita,Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) kembali menjadi salah satu perguruan tinggi negeri paling diminati dalam Seleksi Nasional Berdasarkan Tes (SNBT) 2025.","[""https://itb.ac.id/files/dokumentasi/1711436657-untuk-ilustrasi-foto-SNBP.jpg""]","[""#snbt"", ""#steik"", ""#fttmg"", ""#sbmg"", ""#sappkg"", ""#ftir""]"
Pameran HMP-PL ITB Connecting the Ideas: Visualisasi Perkembangan Kawasan Perkotaan yang Semakin Pesat,https://itb.ac.id/berita/pameran-hmp-pl-itb-connecting-the-ideas-visualisasi-perkembangan-kawasan-perkotaan-yang-semakin-pesat/62130,"Selasa, 11 - Maret - 2025, 16:09:57   - ( update : 08-04-2025 )","Indira Akmalia Hendri - Mahasiswa Perencanaan Wilayah dan Kota, 2021","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Himpunan Mahasiswa Perencanaan Wilayah dan Kota Pangripta Loka (HMP-PL) Institut Teknologi Bandung (ITB) menggelar pameran bertajuk “Connecting the Ideas” di Galeri Campus Center Timur, ITB Kampus Ganesha, pada 24-27 Februari 2025. Pameran ini menampilkan karya-karya instalasi dari anggota HMP-PL ITB yang bertujuan menghubungkan masyarakat dengan elemen-elemen perkotaan, baik yang bersifattangiblemaupunintangible.",[],"[""#pameran"", ""#kehidupan kampus"", ""#karya mahasiswa""]"
Ketua Senat Akademik ITB Tekankan Pentingnya Inovasi dan Kolaborasi dalam Hadapi Tantangan Global,https://itb.ac.id/berita/ketua-senat-akademik-itb-tekankan-pentingnya-inovasi-dan-kolaborasi-dalam-hadapi-tantangan-global/62129,"Selasa, 11 - Maret - 2025, 03:14:00   - ( update : 11-03-2025 )","Ahmad Faujan - Oseanografi, 2021",Anggun Nindita,"BANDUNG, itb.ac.id - Ketua Senat Akademik Institut Teknologi Bandung (ITB), Prof. Edy Tri Baskoro, M.Sc., Ph.D., menegaskan pentingnya inovasi dan kolaborasi dalam menghadapi tantangan global di dunia pendidikan tinggi. Hal itu disampaikannya dalam sambutan Sidang Terbuka Institut Teknologi Bandung memperingati Dies Natalis ke-66 yang diselenggarakan di Aula Barat, ITB Kampus Ganesha, Senin (3/3/2025).",[],"[""#diesnatalis"", ""#diesnatalis66"", ""#itb"", ""#senatakademik""]"
"Kunjungan Polish Embassy, Bahas Potensi Kerja Sama Akademik",https://itb.ac.id/berita/kunjungan-polish-embassy-bahas-potensi-kerja-sama-akademik/62128,"Selasa, 11 - Maret - 2025, 13:49:10   - ( update : 08-04-2025 )","Yohana Aprilianna - Mahasiswa Perencanaan Wilayah dan Kota, 2021?",Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) menerima kunjungan dari Polish Embassy, pada Selasa (4/3/2025) di Gedung Rektorat ITB, Jalan Tamansari Bandung.","[""https://itb.ac.id/files/dokumentasi/WhatsApp-Image-2025-03-10-at-14.28.07_767e56f8.jpg""]","[""#kunjungan"", ""#kolaborasi"", ""#polishembassy""]"
Kopi Sore: Wadah Mahasiswa Sampaikan Aspirasi Terkait Kebijakan Kemahasiswaan,https://itb.ac.id/berita/kopi-sore-wadah-mahasiswa-sampaikan-aspirasi-terkait-kebijakan-kemahasiswaan/62127,"Senin, 10 - Maret - 2025, 02:47:23   - ( update : 14-03-2025 )","Iko Sutrisko Prakasa Lay - Mahasiswa Matematika, 2021",Anggun Nindita,"BANDUNG, itb.ac.id – Institut Teknologi Bandung (ITB), melalui Direktorat Kemahasiswaan (Ditmawa) ITB, kembali menyelenggarakan acara Kopi Sore, sebuah forum diskusi santai yang menjadi jembatan komunikasi antara mahasiswa dan pihak kampus, pada Kamis (27/2/2025) di Gedung Campus Center Barat, ITB Kampus Ganesha.",[],"[""#kopisore"", ""#ditmawaitb"", ""#mahasiswa""]"
ITB dan BMBF Jajaki Kolaborasi Penelitian dan Pendidikan,https://itb.ac.id/berita/itb-dan-bmbf-jajaki-kolaborasi-penelitian-dan-pendidikan/62126,"Senin, 10 - Maret - 2025, 15:34:02   - ( update : 24-03-2025 )","Erika Winfellina Sibarani - Mahasiswa Matematika, 2021",Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) menerima kunjungan dari delegasi German Federal Ministry of Education and Research atau Bundesministerium für Bildung und Forschung (BMBF) pada Rabu (5/3/2025) di Ruang Rapim A, Gedung Rektorat ITB.","[""https://itb.ac.id/files/dokumentasi/WhatsApp-Image-2025-03-05-at-15.17.59_9db1d0b6.jpg""]","[""#kunjungan"", ""#kerjasama"", ""#kolaborasi""]"
"Collin Sheima Budin, Mahasiswa ITB Berkiprah di Forum Energi Global IPTC 2025",https://itb.ac.id/berita/collin-sheima-budin-mahasiswa-itb-berkiprah-di-forum-energi-global-iptc-2025/62125,"Senin, 10 - Maret - 2025, 15:39:21   - ( update : 24-03-2025 )","Chysara Rabani - Mahasiswa Teknik Pertambangan, 2022","M. Naufal Hafizh, S.S.","KUALA LUMPUR, itb.ac.id - Collin Sheima Budin, mahasiswa Teknik Geofisika Institut Teknologi Bandung (ITB) angkatan 2022, terpilih sebagaiStudent Delegatedalam International Petroleum Technology Conference (IPTC) 2025 melalui Energy Education University Student Program.",[],"[""#prestasi mahasiswa"", ""#prestasi internasional""]"
Mengupas Peran Ilmu Kimia dalam ATOMIC OKTAN 2025,https://itb.ac.id/berita/mengupas-peran-ilmu-kimia-dalam-atomic-oktan-2025/62119,"Sabtu, 8 - Maret - 2025, 15:27:04   - ( update : 24-03-2025 )","Atika Widya Nurfaizah - Mahasiswa Teknologi Pascapanen, 2021","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Acara ATOMIC OKTAN 2025 sukses diselenggarakan di Aula Timur, Institut Teknologi Bandung (ITB) Kampus Ganesha, Minggu (23/2/2025). Kegiatan ini menjadi wadah bagi mahasiswa dan pelajar untuk memamerkan karya ilmiah serta menampilkan inovasi di bidang kimia.",[],"[""#kegiatan kampus""]"
Membangun Kemandirian Indonesia dengan AI dan Industri: Sorotan Seminar Nasional STEI ITB,https://itb.ac.id/berita/membangun-kemandirian-indonesia-dengan-ai-dan-industri-sorotan-seminar-nasional-stei-itb/62112,"Kamis, 6 - Maret - 2025, 10:29:49   - ( update : 10-04-2025 )","Syabina Er Said - Mahasiswa Teknik Dirgantara, 2020","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id — Dalam rangka memperingati Dies Natalis ke-19 Sekolah Teknik Elektro dan Informatika (STEI) Institut Teknologi Bandung (ITB) menggelar Seminar Nasional dengan tema ""AI dan Industri untuk Kemandirian dan Kemajuan Bangsa"" yang dilaksanakan pada Jumat (21/2/2025), di Aula Barat, ITB Kampus Ganesha. Seminar ini menjadi ajang bagi para akademisi, praktisi, dan pelaku industri bersama-sama membahas pentingnya peran teknologi dan akal imitasi (AI) dalam mendorong kemajuan dan kemandirian Indonesia.","[""https://itb.ac.id/files/dokumentasi/0306---STEI-ITB-2.jpg""]","[""#diesnatalissteiitb19"", ""#steihebat"", ""#steimu""]"
"STEI ITB Gelar Seminar Nasional, Bahas AI dan Industri untuk Kemandirian dan Kemajuan Bangsa",https://itb.ac.id/berita/stei-itb-gelar-seminar-nasional-bahas-ai-dan-industri-untuk-kemandirian-dan-kemajuan-bangsa/62111,"Kamis, 6 - Maret - 2025, 06:08:44   - ( update : 17-04-2025 )","Erika Winfellina Sibarani - Mahasiswa Matematika, 2021","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Dalam rangka perayaan Dies Natalis ke-19, Sekolah Teknik Elektro dan Informatika Institut Teknologi Bandung (STEI ITB) menyelenggarakan seminar nasional bertajuk “AI dan Industri untuk Kemandirian dan Kemajuan Bangsa” di Aula Barat, ITB Kampus Ganesha, Jumat (21/2/2025).","[""https://itb.ac.id/files/dokumentasi/0306---STEI-ITB-1.jpg""]","[""#stei itb"", ""#seminar nasional"", ""#ai""]"
Pesan Rektor dalam Peringatan Dies Natalis ke-66: ITB Siap Menuju Fourth Generation University,https://itb.ac.id/berita/pesan-rektor-dalam-peringatan-dies-natalis-ke-66-itb-siap-menuju-fourth-generation-university/62110,"Kamis, 6 - Maret - 2025, 06:47:44   - ( update : 10-03-2025 )","Syabina Er Said - Mahasiswa Teknik Dirgantara, 2020",Anggun Nindita,"BANDUNG, itb.ac.id – Dalam rangka memperingati Dies Natalis ke-66, Institut Teknologi Bandung (ITB) melaksanakan Sidang Terbuka Dies Natalis ke-66 pada Senin (3/3/2025). Acara diselenggarakan secara luring di Aula Barat, ITB Kampus Ganesha, dan disiarkan secara langsung melalui kanal YouTube Institut Teknologi Bandung.",[],"[""#diesnatalis"", ""#diesnatalis66"", ""#itb"", ""#rektoritb""]"
Wali Kota Bandung Sebut ITB Jadi Mitra Strategis Pemkot,https://itb.ac.id/berita/wali-kota-bandung-sebut-itb-jadi-mitra-strategis-pemkot/62109,"Kamis, 6 - Maret - 2025, 21:10:28   - ( update : 11-04-2025 )","Bashravie Thamrin - Mahasiswa Manajemen, 2024",Anggun Nindita,"Rektor ITB, Prof. Dr. Ir. Tatacipta Dirgantara, M.T., berpose bersama Walikota Bandung, Muhammad Farhan dalam Sidang Terbuka Dies Natalis ke-66 ITB, Senin (3/3/2025). (Dok. Humas Pemerintah Kota Bandung)

BANDUNG, itb.ac.id - Wali Kota Bandung Muhammad Farhan, menyatakan bahwa Institut Teknologi Bandung (ITB) merupakan mitra utama Pemkot Bandung dalam pembangunan daerah. Hal ini ia sampaikan dalam Sidang Terbuka Dies Natalis ITB ke-66 di Aula Barat, ITB Kampus Ganesha, Senin (3/3/2025).","[""https://itb.ac.id/files/dokumentasi/Screenshot-2025-03-10-092225.jpg""]","[""#diesnatalis"", ""#diesnatalis66"", ""#itb"", ""#pemkotbandung""]"
Studium Generale Bersama Bio Farma: Tekankan Pentingnya Inovasi Multidisiplin dalam Industri Farmasi,https://itb.ac.id/berita/studium-generale-bersama-bio-farma-tekankan-pentingnya-inovasi-multidisiplin-dalam-industri-farmasi/62108,"Rabu, 5 - Maret - 2025, 14:37:57   - ( update : 05-04-2025 )","Indira Akmalia Hendri - Mahasiswa Perencanaan Wilayah dan Kota, 2021",Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) kembali menggelar Studium Generale pada Rabu (5/3/2025) di Aula Barat, ITB Kampus Ganesha. Topik yang diangkat pada hari ini adalah ""Inovasi Multidisiplin dalam Industri Farmasi, Menjawab Tantangan Kesehatan Nasional dan Global"".","[""https://itb.ac.id/files/dokumentasi/DSC03608.JPG""]","[""#studiumgenerale"", ""#biofarma"", ""#teknologiindustri""]"
"Gagas Inovasi Sistem Lumpur Pengeboran, Mahasiswa Teknik Perminyakan ITB Juara 1 Mud Innovation Champion Petroforia",https://itb.ac.id/berita/gagas-inovasi-sistem-lumpur-pengeboran-mahasiswa-teknik-perminyakan-itb-juara-1-mud-innovation-champion-petroforia/62105,"Rabu, 5 - Maret - 2025, 22:52:31   - ( update : 20-03-2025 )","Chysara Rabani - Mahasiswa Teknik Pertambangan, 2022","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Tim BukitDuri yang terdiri atas tiga mahasiswa Teknik Perminyakan Institut Teknologi Bandung (ITB) meraih Juara 1 Mud Innovation Champion (IMC) pada Petroforia yang digelar oleh Ikatan Ahli Teknik Perminyakan Indonesia (IATMI) STT Migas Balikpapan. Mereka adalah Yesaya Anju Beckham Napitupulu, Farhan Yoga Widodo, dan Michael Derent Anjar Sanyoto",[],"[""#prestasi mahasiswa"", ""#teknik perminyakan"", ""#ikatan ahli teknik perminyakan indonesia"", ""#iatmi""]"
Rektor Lantik Pejabat Pimpinan Unit Kerja ITB,https://itb.ac.id/berita/rektor-lantik-pejabat-pimpinan-unit-kerja-itb/62102,"Selasa, 4 - Maret - 2025, 22:31:17   - ( update : 20-03-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Rektor Institut Teknologi Bandung (ITB) Prof. Dr. Ir. Tatacipta Dirgantara, M.T. melantik pejabat pimpinan unit kerja di lingkungan ITB, di Aula Barat, ITB Kampus Ganesha, Selasa (4/3/2025).","[""https://itb.ac.id/files/dokumentasi/0305---Rektor-Lantik.JPG""]","[""#rektor"", ""#tatacipta dirgantara""]"
"Analisis M&A hingga Biodiesel, Tim POCOOL ITB Sabet 2nd Runner-Up di ShARE IBCC 2024/2025",https://itb.ac.id/berita/analisis-ma-hingga-biodiesel-tim-pocool-itb-sabet-2nd-runner-up-di-share-ibcc-20242025/62097,"Jumat, 28 - Februari - 2025, 07:06:50   - ( update : 03-03-2025 )","Indra Putra Lohanata - Mahasiswa Aktuaria, 2021",Anggun Nindita,"Adrian, Joylina, dan Nasywa meraih 2nd Runner-Up pada ShARE IBCC 2024/2025, Sabtu (15/2/2025). (Dok. Pribadi)

BANDUNG, itb.ac.id – Mahasiswa Institut Teknologi Bandung (ITB) yang tergabung dalam tim POCOOL berhasil menjadi2nd Runner-Uppada ShARE InternationalBusiness Case Competition(ShARE IBCC) 2024/2025 yang digelar di Universitas Indonesia, Sabtu (15/2/2025).",[],"[""#prestasi"", ""#prestasimahasiswa"", ""#industri"", ""#asuransisyariah""]"
"From Kupang to Jepang: Mahasiswa Teknik Mesin ITB Berkesempatan Internship di Nakayama Iron Works, Jepang melalui Program ITB de Labo",https://itb.ac.id/berita/from-kupang-to-jepang-mahasiswa-teknik-mesin-itb-berkesempatan-internship-di-nakayama-iron-works-jepang-melalui-program-itb-de-labo/62096,"Jumat, 28 - Februari - 2025, 07:02:24   - ( update : 28-02-2025 )","Syabina Er Said - Mahasiswa Teknik Dirgantara, 2020","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id — Avatar Sargamantha Ndoen, mahasiswa Teknik Mesin Institut Teknologi Bandung (ITB)  angkatan 2021, telah meraih kesempatan menjalani program magang di Nakayama Iron Works, Ltd (NIW) di Jepang melalui program ITB de Labo. Program ini merupakan bagian dari kerja sama antara Fakultas Teknik Mesin dan Dirgantara (FTMD) ITB dengan NIW, sebuah laboratorium yang dibentuk sebagai wadah kolaborasi industri dan akademik",[],"[""#ftmd"", ""#kerja sama internasional""]"
"ITB Bersilaturahmi dengan Astra, Mengangkat Visi ITB sebagai 4th Generation University",https://itb.ac.id/berita/itb-bersilaturahmi-dengan-astra-mengangkat-visi-itb-sebagai-4th-generation-university/62095,"Jumat, 28 - Februari - 2025, 02:35:17   - ( update : 12-03-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","JAKARTA, itb.ac.id - Institut Teknologi Bandung (ITB) terus memperkuat sinergi strategis dengan industri guna mendukung pencapaian visinya sebagai4th Generation Universityyang unggul dan berdampak. Pada Kamis (27/2/2025), Rektor ITB Prof. Dr. Ir. Tatacipta Dirgantara, M.T. bersama jajaran pimpinan ITB bersilaturahmi dengan Astra, di Menara Astra, Jakarta. Pertemuan ini bertujuan untuk mendukung tridarma perguruan tinggi di ITB.",[],"[""#rektor"", ""#tatacipta dirgantara"", ""#alumni"", ""#kolaborasi"", ""#industri""]"
Observatorium Bosscha ITB Pantau Hilal Awal Ramadan 1446 H,https://itb.ac.id/berita/observatorium-bosscha-itb-pantau-hilal-awal-ramadan-1446-h/62094,"Jumat, 28 - Februari - 2025, 05:42:52   - ( update : 28-02-2025 )",Anggun Nindita,Anggun Nindita,"BANDUNG, itb.ac.id - Observatorium Bosscha Institut Teknologi Bandung (ITB) kembali melaksanakan pengamatan bulan sabit muda dalam rangka penetapan awal bulan Ramadan, pada Jumat (28/2/2025).",[],"[""#observatoriumbosccha"", ""#bosscha"", ""#hilal"", ""#hilalramadan""]"
ITB dan Moscow State University Jajaki Kerjasama Akademik,https://itb.ac.id/berita/itb-dan-moscow-state-university-jajaki-kerjasama-akademik/62093,"Jumat, 28 - Februari - 2025, 04:35:54   - ( update : 28-02-2025 )",Anggun Nindita,Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) menerima kunjungan dari Moscow State University (MSU), pada Jumat (28/2/2025) di Ruang VIP, Gedung Rektorat, Jalan Tamansari Bandung.","[""https://itb.ac.id/files/dokumentasi/WhatsApp-Image-2025-02-28-at-09.55.33_9d08cdc0.jpg""]","[""#kunjungan"", ""#kolaborasi"", ""#moscowstateuniversity"", ""#itb""]"
ITB dan Pegadaian Resmikan The Gade Creative Lounge di Kampus Jatinangor,https://itb.ac.id/berita/itb-dan-pegadaian-resmikan-the-gade-creative-lounge-di-kampus-jatinangor/62092,"Kamis, 27 - Februari - 2025, 14:15:34   - ( update : 27-02-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Institut Teknologi Bandung dan PT. Pegadaian meresmikan The Gade Creative Lounge (TGCL) di lantai 2 GKU I, ITB Kampus Jatinangor, Kamis (27/2/2025).",[],"[""#the gade creative lounge"", ""#kerja sama"", ""#kolaborasi""]"
AMREI Conference 2025: Dorong Inovasi Strategi Pengelolaan Resiko Energi Nasional,https://itb.ac.id/berita/amrei-conference-2025-dorong-inovasi-strategi-pengelolaan-resiko-energi-nasional/62091,"Kamis, 27 - Februari - 2025, 10:09:21","Bashravie Thamrin - Mahasiswa Manajemen, 2024",Anggun Nindita,"BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) bekerja sama dengan Asosiasi Manajemen Risiko Energi Indonesia (AMREI) mengadakan AMREI Conference 2025, pada Rabu (26/2/2025) di Gedung CRCS, ITB Kampus Ganesha.",[],"[""#wrri"", ""#konferensi"", ""#amrei"", ""#manajemenrisiko""]"
Pameran 1=4 ARSITENAR: Arsitektur dalam Empat Lapisan,https://itb.ac.id/berita/pameran-14-arsitenar-arsitektur-dalam-empat-lapisan/62084,"Selasa, 25 - Februari - 2025, 06:32:00","Chysara Rabani - Mahasiswa Teknik Pertambangan, 2022","M. Naufal Hafizh, S.S.","Pameran 1=4 di Galeri Campus Center Timur ITB (20-22/2/2025). (ITB/Chysara Rabani)

BANDUNG, itb.ac.id - ARSITENAR Ikatan Mahasiswa Arsitektur Gunadharma (IMA-G) ITB menggelar pameran bertajuk “1=4” dengan tema “The Layers of Architecture” di Galeri Campus Center Timur, ITB Kampus Ganesha, selama 3 hari pada 20-22 Februari 2025.",[],"[""#ikatan mahasiswa arsitektur gunadharma"", ""#imag"", ""#arsitektur"", ""#pameran"", ""#pameran arsitektur""]"
Dies Natalis STEI ITB ke-19: Rektor ITB Ajak Kolaborasi untuk Kemajuan Teknologi,https://itb.ac.id/berita/dies-natalis-stei-itb-ke-19-rektor-itb-ajak-kolaborasi-untuk-kemajuan-teknologi/62083,"Selasa, 25 - Februari - 2025, 08:02:12   - ( update : 27-02-2025 )","Syabina Er Said - Mahasiswa Teknik Dirgantara, 2020",Anggun Nindita,"BANDUNG, itb.ac.id — Rektor Institut Teknologi Bandung (ITB) memberikan apresiasi terhadap penyelenggaraan Seminar Nasional Dies Natalis ke-19 Sekolah Teknik Elektro dan Informatika (STEI) ITB, yang bertemakan ""AI dan Industri untuk Kemandirian dan Kemajuan Bangsa,"" pada Jumat (21/2/2025) di Aula Barat, ITB Kampus Ganesha.","[""https://itb.ac.id/files/dokumentasi/DSC08507.JPG""]","[""#diesnatalisstei"", ""#stei"", ""#rektoritb""]"
Rektor ITB Lantik Prof. Lavi Rizki Zuhal Sebagai Wakil Rektor Bidang Riset dan Inovasi,https://itb.ac.id/berita/rektor-itb-lantik-prof-lavi-rizki-zuhal-sebagai-wakil-rektor-bidang-riset-dan-inovasi/62082,"Selasa, 25 - Februari - 2025, 04:24:46   - ( update : 25-02-2025 )",Anggun Nindita,Anggun Nindita,"BANDUNG, itb.ac.id - Rektor Institut Teknologi Bandung (ITB), Prof. Dr. Ir. Tatacipta Dirgantara, M.T., melantik Prof. Ir. Lavi Rizki Zuhal, Ph.D., sebagai Wakil Rektor Bidang Riset dan Inovasi (WRRI), pada Selasa (25/2/2025) di Aula Barat, ITB Kampus Ganesha. Pelantikan tersebut disaksikan oleh Ketua Senat Akademik ITB, Jajaran Pimpinan ITB, serta seluruh tamu undangan.",[],"[""#pelantikan"", ""#wakilrektor"", ""#rektoritb"", ""#wakilrektorbidangrisetdaninovasi"", ""#wrri""]"
